CompanyName,Contact,Address1,Address2,City,State,Zip1,Zip2,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip1,MailingZip2,RegistrationDate,County,ExpirationDate,StateCompanyID,CompanyType
GREENSTONE GRAZING GROUP # 1,EZEQUIEL GOMEZ,1801  ADAMS RD,,STAPLETON,GA,30823,,1801  ADAMS RD,,STAPLETON,GA,30823,,3/5/2009,JEFFERSON,12/31/2027,527796,420
GREENWOOD ICE CREAM,MITCHELL WILLIAMS,301  FAIRMONT DR,,NORCROSS,GA,30071,,4829  PEACHTREE RD,,ATLANTA,GA,30341,,2/6/2017,GWINNETT,12/31/2027,55561218,440
GREENWOOD ICE CREAM CO. LTD (WASH STATION),MICHELL WILLIAMS,4829  PEACHTREE RD,,ATLANTA,GA,30341,,4829  PEACHTREE RD,,ATLANTA,GA,30341,,6/29/2016,DEKALB,12/31/2027,55555591,490
GREENWOOD ICE CREAM COMPANY LTD #7173,MICHELL WILLIAMS,4829  PEACHTREE RD,,ATLANTA,GA,30341,,4829  PEACHTREE RD,,ATLANTA,GA,30341,,6/29/2016,DEKALB,12/31/2027,55555638,480
"GREENWOOD ICE CREAM COMPANY, LTD.",MICHELL WILLIAMS,4829  PEACHTREE RD,,ATLANTA,GA,30341,,4829  PEACHTREE RD,,ATLANTA,GA,30341,,1/7/2009,FULTON,12/31/2027,527700,440
GREG KENDRICK #79,GREG KENDRICK,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/27/2014,APPLING,12/31/2027,1692743,470
GROFF DAIRY,TIM GROFF,3506 ROSIER RD,,MIDVILLE,GA,30441,,3506 ROSIER RD,,MIDVILLE,GA,30441,,1/1/1900,BURKE,12/31/2013,527792,420
GUSTAVO MUNOZ #DL007,,1960  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,PO BOX 508,,QUITMAN,GA,31643,,4/6/2016,BROOKS,12/31/2027,50003390,470
HALES DAIRY,,5601  COLHAM FERRY RD,,WATKINSVILLE,GA,30677,,5601  COLHAM FERRY RD,,WATKINSVILLE,GA,30677,,1/1/1900,OCONEE,12/31/2027,527551,420
HANNAH RUBIERA #061,HANNAH RUBIERA ,445 HURRICANE TRL ,,DACULA,GA,30019,,445 HURRICANE TRL ,,DACULA,GA,30019,,4/23/2019,GWINNETT,12/31/2027,55567615,475
HARLEY LAMBERT #DL101,HARLEY LAMBERT,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,11/14/2019,DOOLY,12/31/2027,55567659,470
HARMONY GROVE DAIRY,JOEL COBLE,4097 Highway 80 W,,WAYNESBORO,GA,30830,5151,4097 Highway 80 W,,WAYNESBORO,GA,30830,5151,1/1/1900,BURKE,12/31/2027,527776,420
"HARPER, BRUCE",,2921 BALDWIN DAIRY RD,,MADISON,GA,30650,,"HARPER, BRUCE",2921 BALDWIN DAIRY RD,MADISON,GA,30650,,1/1/1900,MORGAN,12/31/2013,527570,420
HARRISON DAIRY GA,STEVE HARRISON,327  GREGORY MILL RD,,CRANDALL,GA,30711,,327  GREGORY MILL RD,,CRANDALL,GA,30711,,11/5/2013,MURRAY,12/31/2014,1692734,420
HARVEY PHIL T.,THOMAS HARVEY,5591 W 212 HWY,,MONTICELLO,GA,31064,,5591 W 212 HWY,,MONTICELLO,GA,31064,,1/20/2014,JASPER,12/31/2027,527580,420
"HAYGOOD DAIRY FARMS, LLC",J.J AND J.B HAYGOOD,1730  BARNESVILLE RD,,YATESVILLE,GA,31097,,1730  BARNESVILLE RD,,YATESVILLE,GA,31097,,1/1/1900,UPSON,12/31/2027,527498,420
HAYGOOD FARMS TRUCKING #3806,"JOHN HAYGOOD, III",1719 BARNESVILLE LN ,,YATESVILLE,GA,31097,,1719 BARNESVILLE LN ,,YATESVILLE,GA,31097,,2/27/2018,UNION,12/31/2027,55567541,480
HAYGOOD FARMS TRUCKING #547,,1719  BARNESVILLE LN,,YATESVILLE,GA,31097,,1719  BARNESVILLE LN,,YATESVILLE,GA,31097,,1/1/1900,UPSON,12/31/2013,1381507,480
HAYGOOD FARMS TRUCKING #677,JOHN HAYGOOD III,1719 BARNESVILLE LN ,,YATESVILLE,GA,31097,,1719 BARNESVILLE LN ,,YATESVILLE,GA,31097,,7/18/2019,UPSON,12/31/2027,55567639,480
HAYGOOD FARMS TRUCKING #786,,1719  BARNESVILLE RD,,YATESVILLE,GA,31097,,1719  BARNESVILLE RD,,YATESVILLE,GA,31097,,1/21/2014,UPSON,12/31/2027,2041571,480
HAYLEIGH BOYD #044,,19  MLK JR DR SW,,ATLANTA,GA,30344,,19  MLK JR DR SW,,ATLANTA,GA,30344,,11/3/2016,,12/31/2027,55557840,470
HEART FOODS LLC,VIRGIL DUNCAN,1576  WILLIAMSON RD,,GRIFFIN,GA,30223,,PO BOX 900,,GRIFFIN,GA,30224,,6/6/2017,SPALDING,12/31/2027,55562738,440
HELESKI DAIRY LLC,RANDY HELESKI,473  TRINITY CHURCH RD,,CUTHBERT,GA,39840,,473  TRINITY CHURCH RD,,CUTHBERT,GA,39840,,1/1/1900,RANDOLPH,12/31/2013,527667,420
HERITAGE FARMS DAIRY,BILL CRABTREE,1100  NEW SALEM HWY,,MURFREESBORO,TN,37129,,1100  NEW SALEM HWY,,MURFREESBORO,TN,37129,,10/26/2012,,,55558245,435
HERSHEY CREAMERY COMPANY,,301 S CAMERON ST,,HARRISBURG,PA,17101,,301 S CAMERON ST,,HARRISBURG,PA,17101,,11/30/2012,,12/31/2027,1692571,445
HERSHEY CREAMERY COMPANY,STEVE PROCTOR,1611 OAKBROOK DR,,GAINESVILLE,GA,30507,,1611 OAKBROOK DR,,GAINESVILLE,GA,30507,,7/21/2014,,12/31/2027,2516423,460
HICKORY HEAD DAIRY,JOHN WALKER,3066  THOMPSON RD,,QUITMAN,GA,31643,,101  TOM JOHN RD,,MONTICELLO,FL,32344,,1/1/1900,BROOKS,12/31/2027,527758,420
HIDDEN CREEK FARM,PAMELA BARRY,279  ROBIN RIDGE,,BLAIRSVILLE,GA,30512,,279  ROBIN RIDGE,,BLAIRSVILLE,GA,30512,,7/18/2017,UNION,12/31/2027,55563783,421
HIDDEN CREEK FARM,PAMELA BARRY,279  ROBIN RIDGE,,BLAIRSVILLE,GA,30512,,279  ROBIN RIDGE,,BLAIRSVILLE,GA,30512,,7/17/2017,UNION,12/31/2027,55563767,440
HIGH BRIGHTON DAIRY,PETE GELBER,320  HIGHBRIGHTON DAIRY RD  UNIT A,,MONTEZUMA,GA,31063,,PO BOX 820,,MONTEZUMA,GA,31063,,10/9/2013,MACON,12/31/2027,1692727,420
HIGH ROAD CRAFT ICE CREAM,KEITH SCHROEDER,1730  B WEST OAK COMMONS CTR,,MARIETTA,GA,30062,,1730  B WEST OAK COMMONS CTR,,MARIETTA,GA,30062,,8/11/2014,COBB,12/31/2027,2628416,440
"HILLCREST FARMS, INC. - ROGERS",WILLIAM ROGERS,3705  IRON HILL RD,,DEARING,GA,30808,,3705  IRON HILL RD,,DEARING,GA,30808,,1/1/1900,MCDUFFIE,12/31/2027,527502,420
"HILSMAN, DAVID A. & CAROL ANN",DAVID HILSMAN,1190 HILSMAN RD,,MADISON,GA,30650,,1190 HILSMAN RD,,MADISON,GA,30650,,1/1/1900,MORGAN,12/31/2027,527591,420
"HOBO CHEESE COMPANY, LLC",TYLER DAVIS,14  CHRIS DR,,OXFORD,GA,30054,,14  CHRIS DR,,OXFORD,GA,30054,,11/15/2017,NEWTON,,55566977,440
"HOLDER, DOUG OR TRACY",Doug Holder,147 HOFFMAN LN,,WASHINGTON,GA,30673,,147 HOFFMAN LN,,WASHINGTON,GA,30673,,1/1/1900,WILKES,12/31/2013,527735,420
HOLLIDAY HILL,Louis Bentley,735  HOLLIDAY RD,,WASHINGTON,GA,30673,,735  HOLLIDAY RD,,WASHINGTON,GA,30673,,1/1/1900,WILKES,12/31/2013,527725,420
HONEYSUCKLE GELATO,WES JONES,1024  WHITE ST SW,,ATLANTA,GA,30310,,1024  WHITE ST SW,,ATLANTA,GA,30310,,6/27/2017,FULTON,12/31/2027,55563280,440
HORST CREST FARM,ISAAC & CONRAD HORST,1151  BYNE SUNSHINE RD,,MILLEN,GA,30442,,903  BYNE SUNSHINE RD,,MILLEN,GA,30442,,12/18/2015,JENKINS,12/31/2027,527625,420
"HOUSE OF FLAVORS, INC",PAT CALDER,110 N WILLIAMS ST,,LUDINGTON,MI,49431,,110 N WILLIAMS ST,,LUDINGTON,MI,49431,,8/23/2017,,,55564782,445
HP HOOD LLC - SUFFIELD,,1250  EAST ST. & HARVEY LN,,SUFFIELD,CT,6078,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,1/1/2014,,12/31/2027,2042203,445
HP HOOD LLC- ARKPORT,,25  HURLBUT ST,,ARKPORT,NY,14807,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692539,435
HP HOOD LLC- LAFARGEVILLE,,20700  NYS ROUTE 411,,LA FARGEVILLE,NY,13656,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692541,435
HP HOOD LLC- ONEIDA,,252  GENESEE ST   ROUTE 5,,ONEIDA,NY,13421,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692542,435
HP HOOD LLC- PHILADELPHIA,,10975  DUTTON RD,,PHILADELPHIA,PA,19154,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692521,435
HP HOOD LLC- VERNON,,19  WARD ST,,VERNON,NY,13476,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692543,435
HP HOOD LLC- WINCHESTER,,160  HOOD HWY,,WINCHESTER,VA,22602,,SIX KIMBALL LN,,LYNNFIELD,MA,1940,,11/16/2012,,12/31/2027,1692508,435
HUNTER FARMS,,1900 N MAIN ST,,HIGH POINT,NC,27262,,1900 N MAIN ST,,HIGH POINT,NC,27262,,11/16/2012,,12/31/2027,1692514,435
HURRICANE CREEK DAIRY LLC,,4208  OLD ALMA HWY,,BLACKSHEAR,GA,31516,,4208  OLD ALMA HWY,,BLACKSHEAR,GA,31516,,1/1/1900,PIERCE,12/31/2027,1309414,420
ICE CREAM WAREHOUSE,JANET OR KEITH DAVIS,108  SERVICE PARK LN,,LAGRANGE,GA,30240,,108  SERVICE PARK LN,,LAGRANGE,GA,30240,,1/1/1900,TROUP,12/31/2027,528515,460
IL GELATO VENEZIANO,JUAN RUBIN,1121 INDUSTRIAL DR,,WATKINSVILLE,GA,30677,,133 TAWARA CT,,ATHENS,GA,30606,,6/15/2011,OCONEE,12/31/2027,1408693,440
INFUSION BLENDS,DEBORAH CLEMONS,215 LAREDO DR STE 100 ,,DECATUR,GA,30030,,100 COMMERCE DR STE 652 ,,TYRONE,GA,30290,,8/8/2018,DEKALB,12/31/2027,55567572,440
IPN USA CORPORATION,TONY BLOEDT,700  DIVIDEND DRIVE   STE 500,,PEACHTREE CITY,GA,30269,,700  DIVIDEND DRIVE   STE 500,,PEACHTREE CITY,GA,30269,,8/22/2013,FAYETTE,12/31/2027,1692724,450
ISSAC ISHAM #102,,2121  FAULKNER RD,,ATLANTA,GA,30324,,2121  FAULKNER RD,,ATLANTA,GA,30324,,6/2/2014,FULTON,12/31/2027,1382383,475
J & J DAIRY,,4044 WALKERVILLE RD,,MERSHON,GA,31551,,4044 WALKERVILLE RD,,MERSHON,GA,31551,,1/1/1900,PIERCE,12/31/2013,527652,420
J & R DAIRY,JARRETT EVERETT,4942  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,4942  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527653,420
J. MICHAEL MULLIS #169,,60  HAROLD G CLARKE PKWY,,FORSYTH,GA,31029,,PO BOX 907,,FORSYTH,GA,31029,,1/1/1900,MONROE,12/31/2014,1408493,470
JACK GRIFFIN #88,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,5/6/2014,PUTNAM,12/31/2027,1662408,470
JAKE'S ICE CREAM,JAKE ROTHCHILD,660  IRWIN ST,,ATLANTA,GA,30312,,660  IRWIN ST,,ATLANTA,GA,30312,,1/1/1900,FULTON,12/31/2027,1381996,440
JAMES ARNOLD MURPHY #53,Kenneth & Arnold MURPHY,5266  LUTHERSVILLE ROAD,,LUTHERSVILLE,GA,30251,,5266  LUTHERSVILLE ROAD,,LUTHERSVILLE,GA,30251,,1/1/1900,MERIWETHER,12/31/2014,1408417,470
JAMES CARTER #DL072,JAMES CARTER ,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,6/18/2018,MITCHELL,12/31/2027,55567566,470
JAMES M LAW #135,JAMES LAW,5266  LUTHERSVILLE RD,,LUTHERSVILLE,GA,30251,,5266  LUTHERSVILLE RD,,LUTHERSVILLE,GA,30251,,3/5/2015,MERIWETHER,12/31/2027,2794546,470
JAMES MIKE WILLIAMS #85,,1950 SE HWY 484,,BELLEVIEW,FL,34421,,PO BOX 3790,,BELLEVIEW,FL,34421,,1/28/2013,MARION,12/31/2014,1408427,470
JAMES R MCKENZIE #152,JAMES R MCKENZIE,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2014,1382328,470
JAMES RICKY WILLIAMS #39,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2027,1408424,470
JAMES WEBB #206,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,11/30/2012,PUTNAM,12/31/2013,1692673,470
"JARRETT, MRS. RUTH B.",DEJUAN JARRETT,146  JARRETT RD,,SUMMERVILLE,GA,30747,,146  JARRETT RD,,SUMMERVILLE,GA,30747,,1/1/1900,CHATTOOGA,12/31/2013,527503,420
JAVIER DUARTE #DL106,JAVIER DUARTE ,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,2/18/2020,BROOKS,12/31/2027,55567682,470
"JEFF B. HAYGOOD, III #52",,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,5/22/2014,UPSON,12/31/2027,1382364,470
"JEFF B. HAYGOOD, JR #133",,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,1/1/1900,UPSON,12/31/2014,1382320,470
JEFF GREEN #156,JEFF GREEN #156,300  WEST DRIVE,,ROOPVILLE,GA,30170,,300  WEST DRIVE,,ROOPVILLE,GA,30170,,1/1/1900,HEARD,12/31/2014,1408431,470
JEFF LANIER #DL076,JEFF LANIER ,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,1/2/2019,DOOLY,12/31/2027,55567596,470
JEFFERY GAY #138,,2947  JACKSON DAIRY RD,,BACONTON,GA,31716,,PO BOX 3790,,BELLEVIEW,FL,34421,,1/1/1900,MARION,12/31/2027,1382336,475
JEFFREY CUMMINGS #DL097,JEFFREY CUMMINGS,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,10/10/2019,BROOKS,12/31/2027,55567646,470
JENI'S ATLANTA FULFILLMENT,JOHN LOWE,3700  WENDELL DR SW STE 26,,ATLANTA,GA,30336,,401 N FRONT ST  STE 300,,COLUMBUS,OH,43215,,4/28/2017,FULTON,12/31/2027,55561664,460
"JENI'S SPLENDID ICE CREAMS, LLC",,1791 W OAK PKWY NE STE 3 ,,MARIETTA,GA,30062,,401 N FRONT ST ,,COLUMBUS,OH,43215,,6/14/2019,COBB,12/31/2027,55567680,460
JEREMY LITTLE #005,JEREMY LITTLE,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,3/3/2020,THOMAS,12/31/2027,55567690,475
JEREMY PREVES #082,,PO BOX 1130,,LAWRENCEVILLE,GA,30246,,PO BOX 1130,,LAWRENCEVILLE,GA,30246,,11/25/2013,,12/31/2027,2604406,475
JESSICA DONELOW #063,JESSICA DONELOW,2451 BROUGHTON RD,,NEWBORN,GA,30056,,2451 BROUGHTON RD,,NEWBORN,GA,30056,,4/24/2019,JASPER,12/31/2027,55567613,470
JESSIE HARPER #DL094,JESSIE HARPER,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,6/20/2019,CALHOUN,12/31/2027,55567638,
JIMMY  FRANKS #96,,279  ROSIER RD,,WAYNESBORO,GA,30830,,279  ROSIER RD,,WAYNESBORO,GA,30830,,1/1/1900,BURKE,12/31/2014,1381976,475
JLW TRUCKING,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/24/2011,PUTNAM,12/31/2027,527742,490
JLW TRUCKING INC #02,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,4/22/2014,PUTNAM,12/31/2027,2041874,480
JLW TRUCKING INC #121,,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459 ,,EATONTON,GA,31024,,8/8/2018,PUTNAM,12/31/2027,55567587,480
JLW TRUCKING INC #22,WARREN CAMP,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1197408,480
JLW TRUCKING INC #242,,384 LOWER HARMONY RD,,EATONTON,GA,31024,,384 LOWER HARMONY RD,,EATONTON,GA,31024,,1/30/2020,PUTNAM,12/31/2027,55567676,480
JLW TRUCKING INC #3,WARREN CAMP,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1408563,480
JLW TRUCKING INC #464,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381527,480
JLW TRUCKING INC #465,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381522,480
JLW TRUCKING INC #469,WARREN CAMP,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381533,480
JLW TRUCKING INC #505,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381520,480
JLW TRUCKING INC #54,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,3/6/2015,PUTNAM,12/31/2027,2794548,480
JLW TRUCKING INC #5441,,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,8/21/2018,PUTNAM,12/31/2027,55567586,480
JLW TRUCKING INC #65,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,8/5/2013,PUTNAM,12/31/2027,1692685,480
JLW TRUCKING INC #70,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381559,480
JLW TRUCKING INC #760,,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459 ,,EATONTON,GA,31024,,7/18/2017,PUTNAM,12/31/2027,55567585,480
JLW TRUCKING INC #77,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381526,480
JLW TRUCKING INC #84,,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381569,480
JLW TRUCKING INC #87,WARREN CAMP,384  LOWER HARMONY ROAD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,1381571,480
JNC FARMS INC #2293,JOHN NEWTON,4109 SID NEWTON RD ,,MILLEN,GA,30442,,PO BOX 868 ,,MILLEN,GA,30442,,2/22/2018,JENKINS,12/31/2027,55567542,480
JNC FARMS INC #2294,JOHN NEWTON,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,7/13/2016,JENKINS,12/31/2027,55555883,480
JNC FARMS INC #2317,,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,4/20/2017,JENKINS,12/31/2027,55563476,480
JNC FARMS INC #2376,JOHN CLEEVE,4109 SID NEWTON RD ,,MILLEN,GA,30442,,PO BOX 868 ,,MILLEN,GA,30442,,8/14/2018,JENKINS,12/31/2027,55567574,480
JNC FARMS INC #2392,JOHN NEWTON,4109 SID NEWTON RD ,,MILLEN,GA,30442,,PO BOX 868 ,,MILLEN,GA,30442,,3/17/2019,JENKINS,12/31/2027,55567643,480
JNC FARMS INC #479,,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,3/14/2014,JENKINS,12/31/2027,2041832,480
JNC FARMS INC #5,JOHN NEWTON,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,1/1/1900,JENKINS,12/31/2027,1381493,480
JOEL OCKER DAIRY,JOEL OCKER,2093 ROSIER RD. ,,WAYNESBORO,GA,30830,,2093 ROSIER RD. ,,WAYNESBORO,GA,30830,,3/18/2013,BURKE,12/31/2027,1692630,420
JOHN CLEVE NEWTON #338,,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,1/6/2011,JENKINS,12/31/2027,1382309,470
JOHN COOK #023,JOHN COOK,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,3/12/2019,MITCHELL,12/31/2027,55567616,475
JOHN HILL #175,,1950  HWY 484,,BELLEVIEW,FL,34420,,PO BOX 3790,,BELLEVIEW,FL,34421,,12/16/2016,MARION,12/31/2027,55560059,470
JOHN W TANNER #031,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,9/2/2014,,12/31/2027,2498440,470
JOHN W. JARRETT #239,JOHN JARRETT,1950 SE HWY 484,,BELLEVIEW,FL,34420,,PO BOX 3790,,BELLEVIEW,FL,34421,,11/22/2013,,12/31/2027,37109626,470
JOHN WESTSTEYN BRISTOL,,771  RUSSELL RD,,BRISTOL,GA,31518,,8300  PINE AVE,,CHINO,GA,91708,,11/5/2013,PIERCE,12/31/2014,1692733,420
JOHN WESTSTEYN MERSHON,JOHN WESTSTEYN,600  DAMASCUS CHURCH HWY,,MERSHON,GA,31551,,8300  PINE AVE,,CHINO,CA,91708,,4/6/2015,BACON,12/31/2027,2874404,420
JOHNATHAN STUDSTILL #DL107,JOHNATHAN STUDSTILL ,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,2/18/2020,BROOKS,12/31/2027,55567683,470
JOHNSON RANCH,,180 GRASSLAWN DR,,THOMASVILLE,GA,31792,,4092 HWY 93 S,,THOMASVILLE,GA,31792,,1/1/1900,THOMAS,12/31/2013,527647,420
JOHNSON'S DAIRY INC.,,151 Willow Way,,ALMA,GA,31510,,2061 S US 1 HWY,,ALMA,GA,31510,,1/1/1900,BACON,12/31/2013,527664,420
JONATHAN LEE #110,,7118  BRITT GAILEY ROAD,,CLERMONT,GA,30527,,7118  BRITT GAILEY ROAD,,CLERMONT,GA,30527,,11/16/2012,HALL,12/31/2014,1692481,470
JONATHAS DELNERO #DL100,JONATHAS DELNERO ,1961 MONUMENT CHURCH RD,,QUITMAN,GA,31643,,1961 MONUMENT CHURCH RD,,QUITMAN,GA,31643,,11/8/2019,BROOKS,12/31/2027,55567657,470
JORGE RUIZ #DL066,JORGE RUIZ ,1960 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,1960 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,3/29/2018,BROOKS,12/31/2027,55567555,470
JOSE SEGURO #DL037,,500  PROGRESSIVE RD,,MONTEZUMA,GA,31063,,PO BOX 820,,MONTEZUMA,GA,31063,,4/13/2016,DOOLY,12/31/2027,50003980,470
JOSEPH CANTRELL #009,,445  HURRICANE TRL,,DACULA,GA,30019,,445  HURRICANE TRL,,DACULA,GA,30019,,12/28/2016,,12/31/2027,55559037,475
JOSH LANGFORD #015,JOSH LANGFORD ,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459 ,,EATONTON,GA,31024,,10/18/2018,PUTNAM,12/31/2027,55567588,470
JOSHUA BEEVER #016,JOSHUA BEEVER ,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,3/3/2020,THOMAS,12/31/2027,55567691,475
JOSHUA DAVIDSON #DL068,JOSHUA DAVIDSON,906 US HWY 19 N ,,LEESBURG,GA,31763,,906 US HWY 19 N ,,LEESBURG,GA,31763,,3/28/2018,LEE,12/31/2027,55567558,470
JUAN PEREZ #DL025,,906  US HWY 19  N,,LEESBURG,GA,31763,,906  US HWY 19  N,,LEESBURG,GA,31763,,4/7/2016,LEE,12/31/2027,50003686,470
JULIE ROBERTS #002,JULIE ROBERTS,19 MLK JR DR SW ,,ATLANTA,GA,30334,,19 MLK JR DR SW ,,ATLANTA,GA,30334,,7/11/2019,FULTON,12/31/2027,55567634,470
"JUMPING GULLY, LLC",,1114  MAGNOLIA CHURCH RD,,PAVO,GA,31778,,1114  MAGNOLIA CHURCH RD,,PAVO,GA,31778,,1/1/1900,BROOKS,12/31/2027,528857,420
JUSTIN GRAHAM #DL039,,1961  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,1961  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,1/25/2017,BROOKS,12/31/2027,55559857,470
JUSTIN WILLIAMS #DL060,JUSTIN WILLIAMS ,1141 BROUGHTON RD ,,MADISON,GA,30650,,1141 BROUGHTON RD ,,MADISON,GA,30650,,3/14/2018,MORGAN,12/31/2027,55567550,470
KAN PAK,DENNIS COHLMIA,1016 S SUMMIT,,ARKANSAS CITY,KS,67005,,1016 S SUMMIT,,ARKANSAS CITY,KS,67005,,11/30/2012,,12/31/2027,1692574,445
KAREN GREEN #011,JEFF GREEN #156,300  WEST DRIVE,,ROOPVILLE,GA,30170,,300  WEST DRIVE,,ROOPVILLE,GA,30170,,5/21/2014,HEARD,12/31/2027,1408447,470
KAR-MAR DAIRY,,807  STATE HWY. 329,,MONTEZUMA,GA,31063,,807  STATE HWY. 329,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527807,420
